Key,Description,en,es
hmdViewStatus_953932,UI Text,HMD,
eqNameText_619628,UI Text,VEHICLE OPTIONS,OPCIONES DEL VEHÍCULO
Text_954730,UI Text,"Sit comfortably
and press menu
(top button)
to recenter","Sientate comodamente
y presiona menú
(botón de arriba)
para recentrar"
AltModeLabel_953220,UI Text,UNITS,UNIDADES
unitOptsText_621558,UI Text,ALT WARN,AVISO ALTITUD
JoyModeText_952514,UI Text,JOYSTICK MODE,MODO JOYSTICK
JoyModeText_368540,UI Text,JOY SENS,SENS JOY
eqNameText_621662,UI Text,UNIT OPTIONS,OPCIONES UNIDADES
AltModeLabel_614816,UI Text,Alt Units,Unidad Altura
DistModeLabel_954954,UI Text,Dist Units,Unidad Distancia
SpeedModeLabel_955738,UI Text,Speed Units,Unidad Velocidad
BackText_954528,UI Text,BACK,VOLVER
eqNameText_618502,UI Text,FUEL CONFIG,CONFIG COMB
BingoAdjustTitle_621278,UI Text,BINGO LEVEL,
eqNameText_620238,UI Text,ALTITUDE WARNINGS,AVISOS DE ALTITUD
title_620100,UI Text,MIN ALTITUDE,ALTITUD MIN
title_619128,UI Text,MAX ALTITUDE,ALTITUD MAX
modeTitle_620000,UI Text,MODE,MODO
hpequip_armedText,Label when an equip is armed,ARMED,ARMADO
hpEquip_jettisonText,Label when an equip is marked for jettison,JETTISON,SOLTAR
MFD1PowerInteractable_955984,VR Interactable,MFD Power,Encendido MFD
masterArmSwitchInteractable_952966,VR Interactable,Master Arm Switch,Switch Maestro Armamento
coverSwitchInteractable_masterArm_955116,VR Interactable,Switch Cover (Master Arm),Cuvierta Switch (Switch Maestro Armamento)
RWRModeInteractable_956554,VR Interactable,RWR Mode,
CrsKnobInteractable_955406,VR Interactable,Course Set,Fijar Rumbo
APHeadingKnobInteractable_954746,VR Interactable,AP Heading Set,Fijar Rumbo PA
APSpeedAdjustInteractable_619146,VR Interactable,Auto Speed Set,AutoFijado Velocidad
title_955396,Analog speed gauge title,SPD,VEL
units_124018,Analog speed gauge units,KNOT,NUDOS
units_124074,Analog speed gauge units,m/s,m/s
units_125332,Analog speed gauge units,KPH,km/h
units_126248,Analog speed gauge units,MPH,
units_125074,Analog speed gauge units,ft/s,
title_955084,UI Text,ALT,
APAltKnobInteractable_849860,VR Interactable,Adjust AP Altitude,Ajustar Altitud PA
PULL UP_955136,Label at bottom of VSI scale,PULL UP,ELEVA EL MORRO
OVER_952506,Label at top of VSI scale,OVER,EXCESO
RadarPowerInteractable_955242,VR Interactable,Radar Power,Radar
WingSwitchInteractable_954752,VR Interactable,Wing Fold,Plegar Alas
BrakeLockInteractable_954990,VR Interactable,Brake Locks,Freno de mano
CommsVolumeKnob_953158,VR Interactable,Comm Radio Volume,Volumen de Comunicaciones por Radio
MicPowerInteractable_953408,VR Interactable,Microphone,Micrófono
Text_95182,UI Text,"GAME WINDOW
NOT IN FOCUS","VENTANA DEL JUEGO
FUERA DE FOCO"
ChaffInteractable_955162,VR Interactable,Toggle Chaff,Alternar Chaff
FlareInteractable_954664,VR Interactable,Toggle Flares,Alternar Bengalas
AssistMasterInteractable_954136,VR Interactable,Toggle Flight Assist,Alternar Asistente de Vuelo
PitchSASInteractable_956582,VR Interactable,Toggle Pitch Assist,Alternar Asistente de Cabeceo
YawSASInteractable_952486,VR Interactable,Toggle Yaw Assist,Alternar Asistente de Giñada
RollSASInteractable_954040,VR Interactable,Toggle Roll Assist,Alternar Asistente de Alabeo
AutoTrimLabel_953970,UI Text,AUTOTRIM,AUTO CABECEO
On_955172,UI Text,PITCH,CABECEO
PitchAutoTrimInteractable_952572,VR Interactable,Toggle Pitch Trim,Alternar Trim Cabeceo
MissileModeText_953606,UI Text,OFF,
GLimitInteractable_953432,VR Interactable,Toggle G-Limiter,Alternar Limitador de G
CATOTrimInteractable_954262,VR Interactable,Catapult T/O Trim,Cabeceo Para despegue en Catapulta
FuelPort_956728,VR Interactable,Fuel Port,Puerto Combustible
RadioVolumeKnob_954660,VR Interactable,Radio Volume,Volumen Radio
PrevButton_954098,VR Interactable,Prev Song,Canción Prev
NextButton_953960,VR Interactable,Next Song,Canción Sig
radioPlayPauseInteractable_953644,VR Interactable,Play/Pause,
fuelDumpSwitchInteractable_535554,VR Interactable,Fuel Dump Switch,Switch de Purga de Combustible
coverSwitchInteractable_fuelDump_535644,VR Interactable,Switch Cover (Fuel Dump),Cubierta Switch (Purga de Combustible)
title_952152,UI Text,THROTTLE ADJUST,AJUSTAR ACELERACIÓN
Fwd_957006,UI Text,LENGTH,LONGITUD
Height_955094,UI Text,HEIGHT,ALTURA
InteriorLightInteractable_953350,VR Interactable,Interior Lights,Luces Interiores
InsturmentLightInteractable_953694,VR Interactable,Instrument Lights,Luces Instrumental
LabelBrightnessKnob_953022,VR Interactable,Instrument Brightness,Brillo Instrumental
LandingLightInteractable_953626,VR Interactable,Landing Lights,Luces de Aterrizaje
StrobLightInteractable_956410,VR Interactable,Strobe Lights,Luces Estroboscópicas
NavLightInteractable_957046,VR Interactable,Nav Lights,Luces de Navegación
releaseLabel_952578,UI Text,RELEASE,SOLTAR
Label_955048,UI Text,SPEED,VELOCIDAD
Label_956274,UI Text,HULL,CHASIS
Label_953580,UI Text,VERT,VERT
ASLText_954512,UI Text,ASL,SNM
RDRAltText_952740,UI Text,RDR,
Text_955274,UI Text,[ COLLISION      WARNING ],[COLISIÓN	AVISO]
Text_956286,UI Text,[ STALL          WARNING ],[ENTRADA EN PÉRDIDA		AVISO]
Label_954766,UI Text,HDG,RUMBO
HudBrakeLock_955152,UI Text,[ BRAKE LOCK ],[FRENO DE MANO]
Label_206876,HUD Unit label (g-force),G,
Label_205078,HUD Unit label (mach),M,
Text_955612,UI Text,-[ CHECK GEAR ]-,-[ REVISA TREN ATERRIZAJE ]-
Label_953774,UI Text,"HVR
ALT","EST
ALT"
Label_953448,UI Text,BRAKE,FRENO
Label_953434,UI Text,"RDR
BORESIGHT",
HudWingFold_956664,UI Text,[ WING FOLD ],[ALAS ABATIDAS]
Text_620852,UI Text,PULL UP!,¡ELEVA EL MORRO!
CamcorderObj_101710,VR Interactable,Move Camera,Mover Cámara
