Key,Description,en,es
txt_914312,UI Text,CLR WPT,BORRAR PR
AltModeButton_914516,VR Interactable,Altitude Mode,Modo Altidud
txt_914352,UI Text,ALT MODE,MODO ALT
ChaffLabel_410848,UI Text,CHAFF,CHAFF
FlareLabel_412694,UI Text,FLARE,BENGALA
FuelInfoButton_413878,VR Interactable,Show Fuel,Ver Combustible
txt_411628,UI Text,FUEL,COMB
AutoPilotDisplayButton_409942,VR Interactable,Show Autopilot,Mostrar Piloto Automático
txt_412918,UI Text,AUTOPILOT,PILOTO AUTOMÁTICO
AltAPButton_411832,VR Interactable,Altitude AP,Altitud PA
txt_413182,UI Text,ALT,ALT
HeadingAPButton_414054,VR Interactable,Heading AP,Rumbo PA
NavAPButton_411372,VR Interactable,Nav Waypoint AP,Punto Nav PA
txt_410280,UI Text,NAV,NAV
APOffButton_413514,VR Interactable,AP Off,PA Off
txt_413324,UI Text,OFF,OFF
HeadingRight_415110,VR Interactable,Heading Right,Navegar Derecha
HeadingLeft_411474,VR Interactable,Heading Left,Navegar Izquierda
AltUp_410754,VR Interactable,Alt +,Alt +
AltDown_413378,VR Interactable,Alt -,Alt -
Text (1)_395816,UI Text,FUEL,COMB
Text_914572,Internal fuel,INTERNAL,INTERNO
Text_912264,External Fuel,EXTERNAL,EXTERNO
fuelDrainLabel_916118,UI Text,FUEL DRAIN,CONS
estTimeLabel_913460,UI Text,EST TIME,TIEMPO EST
estDistLabel_913976,UI Text,"EST DIST
",DIS EST
twrLabel_914716,UI Text,MAX TWR,MAX TWR
SwapButton_916316,VR Interactable,Swap Displays,Intercambiar Displays
Text_911674,UI Text,SWAP,INTERCAMBIAR
MenuButton_911602,VR Interactable,Open Menu,Abrir Menu
Text_913308,UI Text,MENU,MENU
HideSubsButton_915178,TSD window config,Hide Subportals,Ocultar Subportales
ShowSubsButton_916154,TSD window config,Show Subportals,Mostrar Subportales
MaximizeButton_915918,TSD window config,Maximize,Maximizar
UnMaximizeButton_911968,TSD window config,Return,Volver
SubButtonLeft_912568,VR Interactable,Interactable,Interactuable
RadarPwrButton_911576,VR Interactable,Radar Power,Radar Power
txt_3677856,UI Text,RDR PWR,RDR PWR
SOI Button_915502,VR Interactable,Toggle SOI,Cambiar SOI
txt_913014,UI Text,SOI,SOI
ResetButton_912504,VR Interactable,Reset View,Centrar Vista
txt_914802,UI Text,RESET,REINICIAR
ZoomInButton_915158,VR Interactable,Zoom +,Zoom +
ZoomOutButton_914052,VR Interactable,Zoom -,Zoom -
txt_911592,UI Text,"Z
O
O
M","Z
O
O
M"
AltUpButton_915856,VR Interactable,Target Altitude Up,Subir Altitud Objetivo
AltDownButton_915176,VR Interactable,Target Altitude Down,Bajar Altitud Objetivo
GPS-S Button_912284,VR Interactable,Send GPS Target,Enviar Objetivo GPS
txt_913488,UI Text,GPS-S,GPS-Enviar
FuelWPButton_913116,VR Interactable,Set Fuel Waypoint,Fijar Punto de Repostaje
txt_394682,UI Text,FUEL,COMB
RTBWPButton_915740,VR Interactable,Set RTB Waypoint,Fijar Punto VAB
txt_911618,UI Text,RTB,VAB
ObjWpButton_915190,VR Interactable,Set Objective Waypoint,Fijar Punto Objetivo
txt_912214,UI Text,OBJ,OBJ
ModeButton_931214,VR Interactable,Toggle Rotation Mode,Alternar modo retación
tgpMode (1)_912938,UI Text,MODE,MODO
Subsized_393072,UI Text,NAV,NAV
PrevButton_911806,VR Interactable,Previous Objective,Objetivo Previo
txt_915846,UI Text,PREV,PREV
NextButton_912640,VR Interactable,Next Objective,Siguiente Objetivo
txt_911854,UI Text,NEXT,SIGUIENTE
WptButton_915876,VR Interactable,Set Waypoint,Fijar Punto
txt_912902,UI Text,SET WPT,FIJ PUNTO
MissionText_913922,UI Text,OBJECTIVES,OBJETIVOS
Title_915150,UI Text,Spectator Camera,Camara de Espectador
PreviewBtn_912556,VR Interactable,Toggle Preview,Alternar Vista Previa
txt_914652,UI Text,PREVIEW,VISTA PREVIA
AutoFOVText_913340,UI Text,AutoFOV,AutoFOV
StartButton_912580,VR Interactable,Start,Encender
txt_929168,UI Text,START,ENCENDER
StopButton_916412,VR Interactable,Stop,Parar
txt_391880,UI Text,STOP,PARAR
ModeButton_912112,VR Interactable,Switch Modes,Cambiar Modos
RandBtn_913264,VR Interactable,Random Modes,Modos Aleatorios
txt_912466,UI Text,RAND,ALEAT
FovBtn_915130,VR Interactable,Change FOV,Cambiar FOV
txt_916254,UI Text,FOV,FOV
AudioBtn_913514,VR Interactable,Toggle Audio,Alternar Audio
LookModeBtn_911888,VR Interactable,Toggle Look Mode,Alternar Modo Vista
txt_913042,UI Text,LOOK,VISTA
AutoResetBtn_914756,VR Interactable,Toggle Auto Reset,Alternar Auto Reset
AutoResetTimeBtn_915938,VR Interactable,Cycle Reset Time,Ciclar Tiempo de Reseteo
SSBtn_911784,VR Interactable,4k Screenshot,Captura de Pantalla 4k
txt_915184,UI Text,SS,SS
Subsized_911678,UI Text,SPEC CAM,CAM ESPEC
ToggleCMSModeButton_317010,VR Interactable,Toggle Mode,Alternar Modo
eqNameText_930458,UI Text,VEHICLE OPTIONS,OPCIONES VEHÍCULO
JoyModeText_916046,VR Interactable,Joystick Mode,Modo Joystick
JoyModeText_txt_-2288018,UI Text,JOYSTICK MODE,MODO JOYSTICK
JoySensText_-6385166,VR Interactable,Joystick Sensitivity,Sensibilidad Joystick
JoySensText_txt_-2287244,UI Text,JOY SENS,SENS JOY
UnitsButton_2553924,VR Interactable,Unit Options,Opciones Unidades
UnitsButton_txt_-3699322,UI Text,UNITS,UNIDADES
AltWarnButton_265846,VR Interactable,Altitude Warning Options,Opciones de Aviso Altitud
AltWarnButton_txt_-3700084,UI Text,ALT WARNING,AVISO ALT
eqNameText_412380,UI Text,UNIT OPTIONS,OPCIONES UNIDADES
UnitsButton_270412,VR Interactable,Altitude Units,Unidad Altitud
AltModeLabel_txt_-2237336,UI Text,Alt Units,Unidad Alt
DistModeLabel_913734,VR Interactable,Distance Units,Unidad Distancia
DistModeLabel_txt_-2238442,UI Text,Dist Units,Unidad Dist
SpeedModeLabel_913492,VR Interactable,Speed Units,Unidad Velocidad
SpeedModeLabel_txt_-2239208,UI Text,Speed Units,Unidad Vel
BackButton_929148,VR Interactable,Return to SMS,Volver al SMS
txt_916098,UI Text,RETURN,VOLVER
eqNameText_415092,UI Text,ALTITUDE WARNINGS,AVISO ALTITUD
title_414582,UI Text,MIN ALTITUDE,ALTITUD MIN
up_403726,VR Interactable,Min Alt +,Min alt +
down_403970,VR Interactable,Min Alt -,Min Alt -
title_412346,UI Text,MAX ALTITUDE,ALTITUD MAX
up_404106,VR Interactable,Max Alt +,Max Alt +
down_403400,VR Interactable,Max Alt -,Max Alt -
ToggleModeButton_400002,VR Interactable,Toggle Altitude Mode,Alternar Modo Altitud
Subsized_914204,UI Text,OPTION,OPCION
wpnInfoInteractable_913170,VR Interactable,Config,Config
txt_916366,UI Text,MASTER SAFE,SEGURO MAESTRO
BayOverridesButton_930920,VR Interactable,Weapon Bay Door Overrides,Anulación De Compuertas de Armamento
txt_930770,UI Text,"BAY DOOR
OVERRIDES","COMPUERTAS ARMAMENTO
ANULACIÓN"
FuelConfigButton_-387262,VR Interactable,Fuel Configuration,Configuración Combustible
txt_413290,Fuel Config Button,"FUEL
CONFIG","COMB
CONFIG"
ModeButton_-387576,VR Interactable,Action Mode,Modo Acción
CMSConfigButton_414354,VR Interactable,CMS Configuration,Configuración CMS
txt_409780,CMS Config Button,CMS,CMS
armedInteractable_-50098,SMS equip arming button,Toggle Arming,Alternar Armado
jettisonText_152168,SMS equip jettison button,JETTISON,SOLTAR CARGA
jettisonInteractable_-49280,SMS equip jettison button,Toggle Jettison,Alternar Soltar Carga
eqNameText_413016,UI Text,"WEAPON BAY DOOR
OVERRIDES","ANULACIÓN
COMPUERTA ARMAMENTO"
SideBayLeftOverride_930680,VR Interactable,Toggle Bay Override,Alternar Anulación de Compuertas
optionLabel_929256,UI Text,SIDE BAY LEFT,COMPUERTA LATERAL IZQUIERDA
optionLabel_930046,UI Text,SIDE BAY RIGHT,COMPUERTA LATERAL DERECHA
optionLabel_930498,UI Text,MAIN BAY LEFT,COMPUERTA CENTRAL IZQUIERDA
optionLabel_929734,UI Text,MAIN BAY RIGHT,COMPUERTA CENTRAL DERECHA
optionLabel_930724,UI Text,ALL BAYS,TODAS COMPUERTAS
eqNameText_414772,UI Text,FUEL CONFIG,CONF COMB
BingoAdjustTitle_-439040,UI Text,BINGO LEVEL,
BingoUp_-438640,VR Interactable,Bingo +,
BingoDown_-438642,VR Interactable,Bingo -,
FuelDumpTitle_414318,UI Text,FUEL DUMP,PURGA COMB
StartDumpButton_409584,Start Fuel Dump,Start Dump,Empezar Purga
txt_414010,Start Fuel Dump,START,EMPEZAR
StopDumpButton_409644,Stop Fuel Dump,Stop Dump,Parar Purga
txt_414948,Stop Fuel Dump,STOP,PARAR
cmsUINameText_319304,UI Text,COUNTERMEASURE SYSTEM,SISTEMA DE CONTRAMEDIDAS
Chaff_396040,VR Interactable,Toggle Chaff,Alternar Chaff
titleText_412036,UI Text,CHAFF,
Flares_395820,VR Interactable,Toggle Flares,Alternar Bengalas
titleText_319618,UI Text,FLARES,BENGALAS
txt_413196,CMS Release Mode,RELEASE MODE,MODO DE LANZAMIENTO
RateAdjustTitle_321828,UI Text,RELEASE RATE,RITMO DE LANZAMIENTO
RateUp_318734,VR Interactable,Rate +,Ritmo +
RateDown_317472,VR Interactable,Rate -,Ritmo -
Subsized_912990,UI Text,SMS,
Subsized_dumpTxt_410998,UI Text,FUEL DUMP,PURGA COMB
title_911810,UI Text,"LOCK
B
R
A",
OffObj_913268,UI Text,RADAR OFF,
FOVText_916096,UI Text,BORESIGHT,
txt_914320,UI Text,POWER,ENCENDIDO
Text_916224,UI Text,RADAR,
FOVText ButtonLabel_912576,VR Interactable,Toggle Scan Angle,Alternar Ángulo de Escaneo
FOVText ButtonLabel_txt_-99372,UI Text,SCAN ANGLE,ANGULO ESCANEO
RangePlusButton_914332,VR Interactable,Range +,Rango +
RangeMinusButton_912506,VR Interactable,Range -,Rango -
TgtsTitle_916300,UI Text,TARGETS,OBJETIVOS
UpIcon_912786,VR Interactable,Prev Target,Objetivo Anterior
DnIcon_914006,VR Interactable,Next Target,Objetivo Siguiente
MoveDnIcon_912108,VR Interactable,Move Down,Mover Abajo
MoveUpIcon_911912,VR Interactable,Move Up,Mover Arriba
GroupsTitle_914306,UI Text,GROUPS,GRUPOS
GroupsDown_912348,VR Interactable,Next Group,Siguiente Grupo
GroupsUp_915390,VR Interactable,Prev Group,Previo Grupo
DelTgt_913348,delete gps target interactable tooltip,Delete Target,Borrar Objetivo
DelTgt_txt_-102726,delete gps target button label,"DELETE
TARGET","BORRAR
OBJETIVO"
DelGrp_915250,delete gps group button tooltip,Delete Group,Borrar Grupo
DelGrp_txt_-103580,delete gps group button label,"DELETE
GROUP","BORRAR
GRUPO"
NewGrp_911746,new gps group button tooltip,New Group,Nuevo Grupo
NewGrp_txt_-104494,new gps group button label,"NEW
GROUP","NUEVO
GRUPO"
pathLabel_915232,gps group path mode tooltip,Toggle Path Mode,Alternar Modo Trayectoria
gpsWptButton_txt_-106506,set gps point waypoint label,SET WPT,FIJAR PUNTO
SendData_-6646600,Send GPS group to friendlies in multiplayer,Send Data,Enviar Datos
SendData_txt_-6646598,delete gps target button label,"SEND
DATA","ENVIAR
DATOS"
Subsized_911596,UI Text,"GPS
TARGETS","OBJETIVOS
GPS"
NoSignalText_913810,UI Text,NO SIGNAL,SIN SEÑAL
Text_915098,UI Text,AREA,
Text_915864,UI Text,POINT,PUNTO
Text_915242,UI Text,IFF:FRIEND,IFF:AMIGO
Text_914872,UI Text,IFF:FOE,IFF:ENEMIGO
HeadModeText_915908,UI Text,"USE HELMET VISOR/HMCS

AUGMENTED VIEW ENABLED","USA VISOR DEL CASCO/HMCS
VISIÓN ASISTIDA HABILITADA"
gimbalLimit_913148,UI Text,GIMBAL LIMIT,LÍMITE GIMBAL
ModeButton_914818,VR Interactable,Targeting Mode,Modo Apuntado
SensButton_914330,VR Interactable,Sensor Mode,Modo Sensor
txt_912372,UI Text,SENS,
HeadButton_914894,VR Interactable,HMD Mode,Modo HMD
tgpMode_914458,UI Text,HEAD,CABEZA
FwdButton_912778,VR Interactable,Reset Forward,Vista al frente
txt_916362,UI Text,FWD,VF
GPS-S Button_915296,VR Interactable,GPS Send,Enviar Señal GPS
GPS-A Button_915520,VR Interactable,GPS Acquire,Recibir Señal GPS
txt_913352,UI Text,GPS-A,
ToWptButton_914462,VR Interactable,To Waypoint,Al Punto de Ruta
txt_914632,UI Text,TO WPT,
LIM Button_-7676696,VR Interactable,Toggle Limits Overlay,Alternar Overlay de Límites
txt_409782,UI Text,LIM,
MarkerButton_5516312,VR Interactable,Laser Marker,Marcador Láser
txt_5601166,Laser marker button text,MARK,
PrevPageButton_912958,VR Interactable,Prev Page,Página prev
NextPageButton_915536,VR Interactable,Next Page,Página Sig
BackButton_393686,VR Interactable,Back,Volver
txt_912290,UI Text,CANCEL,CANCELAR
Title_915426,UI Text,COMMS,
Text_914552,UI Text,GAME MENU,MENÚ JUEGO
Play Area Text_399346,UI Text,PLAY AREA,AREA DE JUEGO
RecenterButton_913736,VR Interactable,Recenter Seat,Volver a Centrar el Asiento
txt_913580,UI Text,RECENTER,RECENTRAR
txt_911972,UI Text,MISSION,MISIÓN
txt_913088,UI Text,RESTART,REINICIAR
RestartButton_911636,VR Interactable,Quicksave Menu,Menú de Guardados Rápidos
txt_410560,UI Text,QUICKSAVE,
ExitButton_912780,VR Interactable,Exit Mission,Salir de la Misión
txt_916092,UI Text,EXIT,SALIR
FlightLog Button_414124,VR Interactable,Flight Log,Log de Vuelo
txt_409254,UI Text,LOG,
PlayersButton_-29308950,VR Interactable,View Players,Ver Jugadores
playerstxt_-29308946,UI Text,PLAYERS,JUGADORES
NetworkButton_-29379578,VR Interactable,Network Analytics,Propiedades de la Conexión
txt_527716,UI Text,NETWORK,CONEXIÓN
Text_916022,UI Text,"Sit comfortably
and press
[menu]
to recenter","Sientate comodamente
y presiona 
[menú]
para recentrar"
txt_410172,UI Text,Save to disk,Guardar en el Disco
saveText_-13568996,VR Interactable,Quicksave,Guardado Rápido
saveText_txt_-100236,quicksave button label,SAVE,GUARDAR
availableLabel_956208,UI Text,"SAVES
AVAILABLE:","GUARDADOS
DISPONIBLES:"
NoQsText_955496,UI Text,"QUICKSAVE
NOT AVAILABLE","GUARDADO RÁPIDO
NO DISPONIBLE"
lastSaveLabel_954396,UI Text,Last Save:,Última Partida Guardada:
loadText_-13568992,VR Interactable,Quickload,
loadText_txt_-101050,quickload button label,LOAD,CARGAR
PlayersReturnButton_520924,VR Interactable,Return,Volver
txt_525336,UI Text,RETURN,VOLVER
ManagePlayersButton_521164,VR Interactable,Manage Players,Administrar Jugadores
txt_526582,UI Text,MANAGE,ADMINISTRAR
upArrow_527248,VR Interactable,Scroll Up,Scroll Arriba
downArrow_521412,VR Interactable,Scroll Down,Scroll Abajo
netAnalyticsTtle_-29380092,UI Text,vt net analytics,
NetworkReturnButton_521328,VR Interactable,Return,Volver
txt_523966,UI Text,RETURN,VOLVER
ScaleButton_393616,VR Interactable,Zoom +,
ScaleButton (1)_410406,VR Interactable,Zoom -,
braLabel_916212,UI Text,"B
R
A",
MHLabel_911876,UI Text,"M
H",
SlewTGPButton_912226,VR Interactable,Slew EOTS,Mover EOTS
txt_916166,UI Text,EOTS,
RadarAngleButton_913540,VR Interactable,Sweep Angle,Ángulo de Barrido
txt_912826,Radar angle label,ANGLE,ANGLE
RadarPointButton_5515842,VR Interactable,Toggle Point Track,Alternar Punto de Seguimiento
txt_5602762,Radar point lock label,POINT,PUNTO
RadarSettingsButton_914450,VR Interactable,Radar Settings,Ajustes de Radar
RadarPowerButton_911976,VR Interactable,Show Allies,Mostrar Aliados
txt_914476,UI Text,ALLY,ALIADO
HUDFoeButton_411098,VR Interactable,Show Foes,Mostrar Enemigos
txt_414072,TSD HUD filter,FOE,ENEMIGO
HUDAirButton_411548,VR Interactable,Show Air,Mostrar Aire
txt_410524,TSD HUD filter,AIR,AIRE
HUDGroundButton_411390,VR Interactable,Show Ground,Mostrar Suelo
txt_412394,TSD HUD filter,GRND,SUELO
HUDMissileButton_414516,VR Interactable,Show Missiles,Mostrar Misiles
txt_412204,TSD HUD filter,MSSL,MISIL
HUDSettingsButton_414214,VR Interactable,HUD Settings,Ajustes HUD
txt_915874,UI Text,HUD,
typeText_913752,UI Text,GPS,
braLabel_912824,UI Text,"B
R",
ResetViewButton_-34018362,VR Interactable,Reset View,Resetear Vista
txt_222022,UI Text,RESET,RESET
Subsized_915030,UI Text,TSD,
MFD1PowerInteractable_912850,VR Interactable,MFD Power,Encendido MFD
MFDBrightnessKnob_916384,VR Interactable,MFD Brightness,Brillo MFD
HMCSPowerInteractable_914036,VR Interactable,HMD Power,Encendido HMD
HUDBrightKnob_915916,VR Interactable,HUD Brightness,Brillo HUD
masterArmSwitchInteractable_912532,VR Interactable,Master Arm Switch,Switch Maestro Armamento
coverSwitchInteractable_masterArm_915432,VR Interactable,Switch Cover,Cubierta Switch
raiseSeatInter_915664,VR Interactable,Raise Seat,Elevar Asiento
lowerSeatInter_915488,VR Interactable,Lower Seat,Bajar Asiento
visorButtonInteractable_-7865812,VR Interactable,Toggle Visor,Alternar Visor
nvgButtonInteractable_-7865816,VR Interactable,Toggle NVG,Alternar VN
clearButton_4853888,Clear joined/left notifications,Clear,Limpiar
info_userLeft,UI Text,has left!,se fué!
membersTitle_6548730,UI Text,Invite Friends,Invitar Amigos
ToggleMute_-118434,VR Interactable,Toggle Mute,Silenciar
Kick_-113880,VR Interactable,Kick,Echar
kickText_-113882,UI Text,Kick,Echar
Ban_-116098,VR Interactable,Block,Bloquear
banText_-116094,UI Text,Block,Bloquear
ScrollInteractable_-645206,VR Interactable,Scroll,
ErrorOKButton_-8378960,VR Interactable,Okay,
okText_-8378962,UI Text,Cancel,Cancelar
Deny_1950982,VR Interactable,Cancel,Cancelar
Invite_-47166,VR Interactable,Invite,Invitar
inviteText_-47202,UI Text,Invite,Invitar
invitedText_-48900,UI Text,Invited,Invitado
GearInteractable_911944,VR Interactable,Landing Gear,Tren de Aterrizaje
WingSwitchInteractable_915584,VR Interactable,Wing Fold,Plegar Alas
JettisonSwitchInteractable_916390,VR Interactable,Jettison Switch,Switch de Liberación de Carga
vtAPButton_916132,VR Interactable,Vertical Control AP Mode,Modo de Control Vertical PA
parkingBrakeInteractable_913796,VR Interactable,Parking Brake,Freno de Mano
LandingLightInteractable_916204,VR Interactable,Landing Lights,Luces de Aterrizaje
StrobLightInteractable_914704,VR Interactable,Strobe Lights,Luces Estroboscópicas
NavLightInteractable_913426,VR Interactable,Nav Lights,Luces de Navegación
FormationGlowInteractable_915506,VR Interactable,Formation Lights,Luces de Formación
InsturmentLightInteractable_930484,VR Interactable,Instrument Lights,Luces del Instrumental
LabelBrightnessKnob_929958,VR Interactable,Instrument Brightness,Brillo del Instrumental
RadioVolumeKnob_912288,VR Interactable,Radio Volume,Volumen Radio
PrevButton_912222,VR Interactable,Prev Song,Canción Anterior
NextButton_915694,VR Interactable,Next Song,Canción Siguiente
radioPlayPauseInteractable_914658,VR Interactable,Play/Pause,
CatHookInteractable_914178,VR Interactable,Launch Bar,Barra de Lanzamiento
FuelPort_916140,VR Interactable,Fuel Port,Puerto de Combustible
HookInteractable_914364,VR Interactable,Arrestor Hook,Gancho de Detención
engineSwitchInteractable_914400,VR Interactable,Engine,Motor
mainBattSwitchInteractable_916302,VR Interactable,Main Battery,Batería Principal
apuSwitchInteractable_916246,VR Interactable,Auxilliary Power,Energía Auxiliar
CommsVolumeKnob_953158,VR Interactable,Comm Radio Volume,Volumen de Comunicaciones por Radio
Text_95182,UI Text,"GAME WINDOW
NOT IN FOCUS","VENTANA DEL JUEGO
FUERA DE FOCO"
RadioInteractable_2581494,VR Interactable,Radio Mode,Modo Radio
RadioChannelInteractable_2581172,VR Interactable,Radio Channel,Canal Radio
CommsVolumeKnobMP_-18677120,VR Interactable,Team Radio Volume,Volumen Equipo Radio
CanopyInteractable_914266,VR Interactable,Canopy Switch,Switch Cúpula
CamcorderObj_385876,VR Interactable,Move Camera,Mover Cámara
throttleInteractable_915500,VR Interactable,Throttle,Acelerador
Label (1)_956422,UI Text,QUICK START,Inicio Rápido
Label (1)_954266,UI Text,QUICK FLY,Vuelo Rápido
